,Event.ID,daily.count,Event.Date,Source.Name,Source.Sectors,Source.Country,Event.Text,CAMEO.Code,Intensity,Target.Name,Target.Sectors,target.recode,Target.Country,Story.ID,Sentence.Number,Publisher,City,District,Province,Country,Latitude,Longitude
112560,19589186,7,3/1/13,A̩cio Neves,"Ideological,Parties,Government,(National) Major Party,Legislative / Parliamentary,Upper House,Centrist",Brazil,Accuse,112,-2,Worker's Party,"Far Left,Parties,Ideological,(National) Major Party",Political Party,Brazil,26490128,3,Dow Jones News Service,,,,Brazil,-15.8307,-47.6127
112562,19589184,7,3/1/13,Fernando Henrique Cardoso,"Ideological,Elite,Parties,(National) Major Party,Centrist",Brazil,Praise or endorse,51,3.4,A̩cio Neves,"Ideological,Parties,Government,(National) Major Party,Legislative / Parliamentary,Upper House,Centrist",Political Party,Brazil,26490128,6,Dow Jones News Service,,,,Brazil,-15.8307,-47.6127
112563,19589183,7,3/1/13,Dilma Rousseff,"Executive Office,Elite,Far Left,Parties,Government,(National) Major Party,Executive,Ideological",Brazil,Praise or endorse,51,3.4,A̩cio Neves,"Ideological,Parties,Government,(National) Major Party,Legislative / Parliamentary,Upper House,Centrist",Political Party,Brazil,26490128,6,Dow Jones News Service,,,,Brazil,-15.8307,-47.6127
112723,19589420,7,3/1/13,A̩cio Neves,"Ideological,Parties,Government,(National) Major Party,Legislative / Parliamentary,Upper House,Centrist",Brazil,Accuse,112,-2,Worker's Party,"Far Left,Parties,Ideological,(National) Major Party",Political Party,Brazil,26490461,3,Dow Jones Business News,,,,Brazil,-15.8307,-47.6127
112725,19589418,7,3/1/13,Fernando Henrique Cardoso,"Ideological,Elite,Parties,(National) Major Party,Centrist",Brazil,Praise or endorse,51,3.4,A̩cio Neves,"Ideological,Parties,Government,(National) Major Party,Legislative / Parliamentary,Upper House,Centrist",Political Party,Brazil,26490461,6,Dow Jones Business News,,,,Brazil,-15.8307,-47.6127
112726,19589417,7,3/1/13,Dilma Rousseff,"Executive Office,Elite,Far Left,Parties,Government,(National) Major Party,Executive,Ideological",Brazil,Praise or endorse,51,3.4,A̩cio Neves,"Ideological,Parties,Government,(National) Major Party,Legislative / Parliamentary,Upper House,Centrist",Political Party,Brazil,26490461,6,Dow Jones Business News,,,,Brazil,-15.8307,-47.6127
113641,19590500,7,3/1/13,Party President (Brazil),Parties,Brazil,Demand,100,-5,Eduardo Henrique Campos Accioly,"Ideological,Center Left,Parties,Provincial,Government,(National) Major Party,Local",Political Party,Brazil,26492778,3,Folha de Ṣo Paulo,Pernambuco,Inaja,Estado de Pernambuco,Brazil,-8.78333,-37.7
121970,19627045,7,3/6/13,Citizen (United States),"General Population / Civilian / Social,Social",United States,Praise or endorse,51,3.4,Hugo Chavez,"Ideological,Parties,Far Left,Elite,(National) Major Party",Political Party,Venezuela,26547413,1,Agence France-Presse,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
121971,19627044,7,3/6/13,Brazil,,Brazil,Praise or endorse,51,3.4,Hugo Chavez,"Ideological,Parties,Far Left,Elite,(National) Major Party",Political Party,Venezuela,26547413,1,Agence France-Presse,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
122822,19628034,7,3/6/13,Government (Brazil),Government,Brazil,Criticize or denounce,111,-2,Hugo Chavez,"Ideological,Parties,Far Left,Elite,(National) Major Party",Political Party,Venezuela,26549317,6,ANSA - Spanish Service (BASP),Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
123058,19628286,7,3/6/13,Government (Brazil),Government,Brazil,Reject,120,-4,Hugo Chavez,"Ideological,Parties,Far Left,Elite,(National) Major Party",Political Party,Venezuela,26549818,6,Agencia EFE - Servi̤o em portugu̻s,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
123154,19628385,7,3/6/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Demonstrate or rally,141,-6.5,Eduardo da Costa Paes,"Local,(National) Major Party,Parties,Centrist,Government,Ideological,Municipal",Political Party,Brazil,26550058,2,Folha de Ṣo Paulo,Banco,Laje,Estado da Bahia,Brazil,-13.1667,-39.3333
123483,19628741,7,3/6/13,Dilma Rousseff,"Elite,(National) Major Party,Parties,Government,Far Left,Executive,Executive Office,Ideological",Brazil,Express intent to engage in diplomatic cooperation (such as policy support),32,4.5,Hugo Chavez,"Ideological,Parties,Far Left,Elite,(National) Major Party",Political Party,Venezuela,26550750,2,Gazeta do Povo,,,,Brazil,-15.8307,-47.6127
123741,19629039,7,3/6/13,Dilma Rousseff,"Elite,(National) Major Party,Parties,Government,Far Left,Executive,Executive Office,Ideological",Brazil,Praise or endorse,51,3.4,Hugo Chavez,"Ideological,Parties,Far Left,Elite,(National) Major Party",Political Party,Venezuela,26551571,3,Agence France-Presse,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
152614,19748923,7,3/21/13,Brazil,,Brazil,Express intent to engage in diplomatic cooperation (such as policy support),32,4.5,China,,NA,China,26614616,1,DJ em Portugu̻s,,,,Brazil,-15.8307,-47.6127
153377,19749756,7,3/21/13,Brazil,,Brazil,Host a visit,43,2.8,Holy See (Vatican City State),,NA,Holy See,26615949,3,O Estado de Ṣo Paulo,Aparecida,Sao Luis Do Piaui,Estado do Piaui,Brazil,-6.83333,-41.3333
153378,19749755,7,3/21/13,Holy See (Vatican City State),,Holy See,Make a visit,42,1.9,Brazil,,NA,Brazil,26615949,3,O Estado de Ṣo Paulo,Aparecida,Sao Luis Do Piaui,Estado do Piaui,Brazil,-6.83333,-41.3333
153389,19749766,7,3/21/13,Court Judge (Brazil),"Judicial,Government",Brazil,Criticize or denounce,111,-2,Brazil,,NA,Brazil,26615969,1,O Estado de Ṣo Paulo,Araraquara,Araraquara,Estado de Sao Paulo,Brazil,-21.7944,-48.1756
153831,19750234,7,3/21/13,Pope Francis,"National Religious,International Religious,Government,Catholic,Social",Holy See,Make a visit,42,1.9,Brazil,,NA,Brazil,26616776,5,La Nacion,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
154072,19750496,7,3/21/13,Brazil,,Brazil,Host a visit,43,2.8,Holy See (Vatican City State),,NA,Holy See,26617246,4,Gazeta do Povo,Aparecida,Sao Luis Do Piaui,Estado do Piaui,Brazil,-6.83333,-41.3333
154073,19750495,7,3/21/13,Holy See (Vatican City State),,Holy See,Make a visit,42,1.9,Brazil,,NA,Brazil,26617246,4,Gazeta do Povo,Aparecida,Sao Luis Do Piaui,Estado do Piaui,Brazil,-6.83333,-41.3333
157750,19762300,7,3/23/13,Dilma Rousseff,"Ideological,Far Left,Government,Executive,Executive Office,(National) Major Party,Parties,Elite",Brazil,Express intent to meet or negotiate,36,4,Brazil,,NA,Brazil,26607771,2,O Estado de Ṣo Paulo,Pernambuco,Inaja,Estado de Pernambuco,Brazil,-8.78333,-37.7
157754,19762305,7,3/23/13,Brazil,,Brazil,Criticize or denounce,111,-2,Iran,,NA,Iran,26607786,2,O Estado de Ṣo Paulo,Pedro II,Pedro Ii,Estado do Piaui,Brazil,-4.42472,-41.4586
157755,19762306,7,3/23/13,Brazil,,Brazil,Criticize or denounce,111,-2,North Korea,,NA,North Korea,26607786,2,O Estado de Ṣo Paulo,Pedro II,Pedro Ii,Estado do Piaui,Brazil,-4.42472,-41.4586
157756,19762307,7,3/23/13,Brazil,,Brazil,Criticize or denounce,111,-2,Sri Lanka,,NA,Sri Lanka,26607786,2,O Estado de Ṣo Paulo,Pedro II,Pedro Ii,Estado do Piaui,Brazil,-4.42472,-41.4586
157757,19762308,7,3/23/13,Brazil,,Brazil,Criticize or denounce,111,-2,Myanmar,,NA,Myanmar,26607786,2,O Estado de Ṣo Paulo,Pedro II,Pedro Ii,Estado do Piaui,Brazil,-4.42472,-41.4586
157758,19762304,7,3/23/13,Brazil,,Brazil,Criticize or denounce,111,-2,Syria,,NA,Syria,26607786,2,O Estado de Ṣo Paulo,Pedro II,Pedro Ii,Estado do Piaui,Brazil,-4.42472,-41.4586
157759,19762309,7,3/23/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Criticize or denounce,111,-2,Brazil,,NA,Brazil,26607786,3,O Estado de Ṣo Paulo,Pedro II,Pedro Ii,Estado do Piaui,Brazil,-4.42472,-41.4586
249999,19968689,7,5/9/13,Mohamed Morsi,"International Government Organization,Executive Office,Government,Executive,Global,Global Diplomatic IGOs,Elite",Egypt,Make a visit,42,1.9,Brazil,,NA,Brazil,26965396,2,Agencia EFE - Servi̤o em portugu̻s,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
250042,19968756,7,5/9/13,Dilma Rousseff,"(National) Major Party,Elite,Parties,Ideological,Executive,Government,Executive Office,Far Left",Brazil,Host a visit,43,2.8,Venezuela,,NA,Venezuela,26965846,4,Agencia EFE - Servi̤o em portugu̻s,Planalto,Crissiumal,Estado do Rio Grande do Sul,Brazil,-27.45,-54.1825
250527,19969363,7,5/9/13,Nicol��s Maduro,"Executive,Cabinet,Executive Office,Government,Far Left,Elite,Parties,(National) Major Party,Ideological",Venezuela,Make a visit,42,1.9,Brazil,,NA,Brazil,26967138,4,Agencia EFE - Servi̤o em portugu̻s,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
250532,19969370,7,5/9/13,Nicol��s Maduro,"Executive,Cabinet,Executive Office,Government,Far Left,Elite,Parties,(National) Major Party,Ideological",Venezuela,Make a visit,42,1.9,Brazil,,NA,Brazil,26967165,1,ANSA - Spanish Service (BASP),Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
251018,19969883,7,5/9/13,Joseph Robinette Biden,"(National) Major Party,Parties,Center Left,Ideological,Government,Cabinet,Executive,Executive Office",United States,Make a visit,42,1.9,Brazil,,NA,Brazil,26968136,1,El Mercurio,,,,Brazil,-15.8307,-47.6127
251119,19969998,7,5/9/13,Company - Owner or Operator (Brazil),"Social,Business",Brazil,Make pessimistic comment,12,-0.4,Brazil,,NA,Brazil,26968332,1,ANSA - Spanish Service (BASP),Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
251586,19970503,7,5/9/13,Nicol��s Maduro,"Executive,Cabinet,Executive Office,Government,Far Left,Elite,Parties,(National) Major Party,Ideological",Venezuela,Make a visit,42,1.9,Brazil,,NA,Brazil,26969247,1,O Globo,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
255063,19976939,7,5/11/13,Mohamed Morsi,"International Government Organization,Executive Office,Government,Executive,Global,Global Diplomatic IGOs,Elite",Egypt,Make a visit,42,1.9,Brazil,,NA,Brazil,26959184,1,All Africa,,,,Brazil,-15.8307,-47.6127
255501,19977418,7,5/11/13,Geraldo Alckmin,"(National) Major Party,Centrist,Parties,Provincial,Local,Ideological,Government",Brazil,Criticize or denounce,111,-2,Brazil,,NA,Brazil,26960002,1,O Estado de Ṣo Paulo,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
255504,19977421,7,5/11/13,Geraldo Alckmin,"(National) Major Party,Centrist,Parties,Provincial,Local,Ideological,Government",Brazil,Criticize or denounce,111,-2,Brazil,,NA,Brazil,26960021,1,O Estado de Ṣo Paulo,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
255506,19977422,7,5/11/13,Nicol��s Maduro,"Executive,Cabinet,Executive Office,Government,Far Left,Elite,Parties,(National) Major Party,Ideological",Venezuela,Make a visit,42,1.9,Brazil,,NA,Brazil,26960031,3,O Estado de Ṣo Paulo,,,,Brazil,-15.8307,-47.6127
255548,19977470,7,5/11/13,Brazil,,Brazil,Host a visit,43,2.8,Egypt,,NA,Egypt,26960102,3,BBC Monitoring Middle East,,,,Brazil,-15.8307,-47.6127
255549,19977468,7,5/11/13,Egypt,,Egypt,Make a visit,42,1.9,Brazil,,NA,Brazil,26960102,3,BBC Monitoring Middle East,,,,Brazil,-15.8307,-47.6127
255551,19977469,7,5/11/13,Mohamed Morsi,"International Government Organization,Executive Office,Government,Executive,Global,Global Diplomatic IGOs,Elite",Egypt,Make a visit,42,1.9,Brazil,,NA,Brazil,26960102,5,BBC Monitoring Middle East,,,,Brazil,-15.8307,-47.6127
264829,19997110,7,5/16/13,Brazil,,Brazil,Make an appeal or request,20,3,Caribbean,,NA,,27014992,1,AP Spanish Worldstream,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
264991,19997290,7,5/16/13,Head of Government (Brazil),"Executive Office,Executive,Government",Brazil,Express intent to meet or negotiate,36,4,Argentina,,NA,Argentina,27015338,2,Agencia Diarios y Noticias,Tigre,,Estado de Pernambuco,Brazil,-9.26667,-37.5333
265158,19997464,7,5/16/13,Brazil,,Brazil,Make pessimistic comment,12,-0.4,China,,NA,China,27015635,5,PNA (Philippines News Agency),,,,Brazil,-15.8307,-47.6127
265159,19997466,7,5/16/13,Brazil,,Brazil,Make pessimistic comment,12,-0.4,Russia,,NA,Russian Federation,27015635,5,PNA (Philippines News Agency),,,,Brazil,-15.8307,-47.6127
265558,19997907,7,5/16/13,Jos̩ Serra,"Parties,(National) Major Party,Ideological,Centrist",Brazil,Express intent to meet or negotiate,36,4,Brazil,,NA,Brazil,27016582,4,Folha de Ṣo Paulo,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
265893,19998283,7,5/16/13,Brazil,,Brazil,Make pessimistic comment,12,-0.4,China,,NA,China,27017499,6,Xinhua News Agency,,,,Brazil,-15.8307,-47.6127
265894,19998285,7,5/16/13,Brazil,,Brazil,Make pessimistic comment,12,-0.4,Russia,,NA,Russian Federation,27017499,6,Xinhua News Agency,,,,Brazil,-15.8307,-47.6127
295918,20057769,7,5/31/13,Brazil,,Brazil,Host a visit,43,2.8,Joseph Robinette Biden,"Ideological,Parties,(National) Major Party,Center Left,Executive Office,Executive,Government,Cabinet",Political Party,United States,27090877,1,PNA (Philippines News Agency),Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
296017,20057874,7,5/31/13,Dilma Rousseff,"Elite,Executive Office,Ideological,Parties,(National) Major Party,Executive,Far Left,Government",Brazil,Host a visit,43,2.8,Joseph Robinette Biden,"Ideological,Parties,(National) Major Party,Center Left,Executive Office,Executive,Government,Cabinet",Political Party,United States,27091924,2,Agencia EFE - Servi̤o em portugu̻s,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
296049,20057913,7,5/31/13,Brazil,,Brazil,Host a visit,43,2.8,Joseph Robinette Biden,"Ideological,Parties,(National) Major Party,Center Left,Executive Office,Executive,Government,Cabinet",Political Party,United States,27092008,1,Xinhua News Agency,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
296060,20057921,7,5/31/13,Michel Temer,"Executive Office,Parties,(National) Major Party,Executive,Ideological,Government,Centrist",Brazil,Express accord,19,3.4,Joseph Robinette Biden,"Ideological,Parties,(National) Major Party,Center Left,Executive Office,Executive,Government,Cabinet",Political Party,United States,27092027,6,EFE News Service,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
296119,20058021,7,5/31/13,Brazil,,Brazil,Host a visit,43,2.8,Joseph Robinette Biden,"Ideological,Parties,(National) Major Party,Center Left,Executive Office,Executive,Government,Cabinet",Political Party,United States,27092199,1,Reuters News,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
296216,20058175,7,5/31/13,Brazil,,Brazil,Host a visit,43,2.8,Joseph Robinette Biden,"Ideological,Parties,(National) Major Party,Center Left,Executive Office,Executive,Government,Cabinet",Political Party,United States,27092429,5,Reuters News,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
296245,20058213,7,5/31/13,Petrobras,"Business,Social,Multinational Corporation,Heavy Industrial / Chemical Business",,Host a visit,43,2.8,Joseph Robinette Biden,"Ideological,Parties,(National) Major Party,Center Left,Executive Office,Executive,Government,Cabinet",Political Party,United States,27092487,6,Agence France-Presse,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
337473,20139434,7,6/20/13,Dilma Rousseff,"(National) Major Party,Parties,Elite,Far Left,Government,Executive,Ideological,Executive Office",Brazil,Express intent to meet or negotiate,36,4,Japan,,NA,Japan,27249439,5,Servicio Universal de Noticias,Ribeirao Preto,Ribeirao Preto,Estado de Sao Paulo,Brazil,-21.1775,-47.8103
337500,20139464,7,6/20/13,Dilma Rousseff,"(National) Major Party,Parties,Elite,Far Left,Government,Executive,Ideological,Executive Office",Brazil,Reduce or break diplomatic relations,161,-4,Japan,,NA,Japan,27249822,1,Kyodo News,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
337566,20139557,7,6/20/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,"Obstruct passage, block",144,-7.5,Brazil,,NA,Brazil,27250286,1,Reuters - Noticias Latinoamericanas,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
337714,20139779,7,6/20/13,William Hague,"Elite,Ideological,Foreign Ministry,Legislative / Parliamentary,Cabinet,Government,Executive,Parties,Center Right,(National) Major Party",United Kingdom,Make a visit,42,1.9,Brazil,,NA,Brazil,27250822,6,Agence France-Presse,,,,Brazil,-15.8307,-47.6127
337956,20140064,7,6/20/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,"Obstruct passage, block",144,-7.5,Brazil,,NA,Brazil,27251457,1,Agence France-Presse,,,,Brazil,-15.8307,-47.6127
338413,20140566,7,6/20/13,Police (Brazil),"Government,Police",Brazil,Use conventional military force,190,-10,Brazil,,NA,Brazil,27252575,4,O Estado de Ṣo Paulo,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
338679,20140852,7,6/20/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Express intent to meet or negotiate,36,4,Brazil,,NA,Brazil,27253073,2,Folha de Ṣo Paulo,Ribeirao Preto,Ribeirao Preto,Estado de Sao Paulo,Brazil,-21.1775,-47.8103
339667,20143638,7,6/21/13,Police (Brazil),"Government,Police",Brazil,Use tactics of violent repression,175,-9,Citizen (Brazil),"Social,General Population / Civilian / Social",General Population/Civilian,Brazil,27245549,1,Xinhua News Agency,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
339735,20143729,7,6/21/13,Brazil,,Brazil,"Arrest, detain, or charge with legal action",173,-5,Citizen (Brazil),"Social,General Population / Civilian / Social",General Population/Civilian,Brazil,27246305,1,O Globo,Natal,Araguatins,Estado de Tocantins,Brazil,-5.88389,-48.1592
339736,20143730,7,6/21/13,Government (Brazil),Government,Brazil,"Arrest, detain, or charge with legal action",173,-5,Citizen (Brazil),"Social,General Population / Civilian / Social",General Population/Civilian,Brazil,27246305,1,O Globo,Natal,Araguatins,Estado de Tocantins,Brazil,-5.88389,-48.1592
339762,20143772,7,6/21/13,Workers' Party (Brazil),Parties,Brazil,Demand diplomatic cooperation (such as policy support),102,-5,Citizen (Brazil),"Social,General Population / Civilian / Social",General Population/Civilian,Brazil,27246385,2,The Wall Street Journal,,,,Brazil,-15.8307,-47.6127
340522,20144664,7,6/21/13,Attorney General (Brazil),"Government,Judicial",Brazil,Criticize or denounce,111,-2,Citizen (Brazil),"Social,General Population / Civilian / Social",General Population/Civilian,Brazil,27248186,2,O Estado de Ṣo Paulo,Porto Seguro,Sao Felix Do Xingu,Estado do Para,Brazil,-7.16667,-52.55
340531,20144673,7,6/21/13,Court Judge (Brazil),"Government,Judicial",Brazil,"Return, release person(s)",841,7,Children (Brazil),"Social,General Population / Civilian / Social",General Population/Civilian,Brazil,27248246,1,O Estado de Ṣo Paulo,,,,Brazil,-15.8307,-47.6127
